set_num,matte,transparent
6945-1,22.0,3.0
6946-1,21.0,4.0
6949-1,340.0,27.0
6950-1,197.0,13.0
695-1,66.0,1.0
6951-1,264.0,31.0
6952-1,266.0,39.0
6953-1,187.0,24.0
6954-1,296.0,19.0
6955-1,226.0,27.0
6956-1,205.0,28.0
6957-1,242.0,11.0
6958-1,252.0,22.0
6959-1,258.0,29.0
696-1,75.0,5.0
6963-1,41.0,1.0
6963-2,41.0,1.0
6964-1,26.0,0.0
6964-2,26.0,0.0
6965-1,32.0,1.0
6965-2,32.0,1.0
6966-1,38.0,2.0
6966-2,38.0,2.0
6967-1,41.0,2.0
6967-2,41.0,2.0
6968-1,44.0,4.0
6969-1,210.0,46.0
6970-1,254.0,19.0
697-1,96.0,0.0
6971-1,282.0,47.0
697-2,2.0,0.0
6972-1,363.0,27.0
6973-1,375.0,42.0
6975-1,329.0,44.0
6977-1,369.0,65.0
6979-1,246.0,46.0
6980-1,387.0,56.0
698-1,44.0,1.0
6981-1,253.0,14.0
6982-1,597.0,61.0
6983-1,306.0,39.0
6984-1,384.0,22.0
6985-1,370.0,43.0
6986-1,433.0,46.0
6987-1,522.0,55.0
6987-2,520.0,55.0
6988-1,337.0,69.0
6989-1,486.0,23.0
6990-1,659.0,72.0
699-1,124.0,5.0
6991-1,526.0,46.0
6999-1,97.0,19.0
70000-1,104.0,13.0
7000-1,39.0,0.0
70001-1,141.0,6.0
70002-1,227.0,10.0
70003-1,313.0,43.0
70004-1,304.0,9.0
70005-1,425.0,13.0
70006-1,580.0,57.0
70007-1,208.0,24.0
70008-1,484.0,38.0
70009-1,651.0,21.0
700-1,6.0,0.0
70010-1,1160.0,146.0
7001-1,23.0,0.0
700.1.1-1,9.0,1.0
70011-1,365.0,17.0
700.1-2,0.0,0.0
700.1.2-1,8.0,1.0
70012-1,20.0,0.0
70012-2,407.0,17.0
70013-1,333.0,15.0
700.1.4-1,1.0,0.0
70014-1,634.0,38.0
700.16-1,5.0,0.0
700.20-1,5.0,0.0
7002-1,31.0,0.0
700.2-2,0.0,0.0
700.24-1,5.0,0.0
700.28-1,5.0,0.0
7003-1,21.0,0.0
700.3.4-1,5.0,0.0
700.3A-2,0.0,0.0
7009-1,62.0,0.0
700.A-1,24.0,0.0
700.B-1,12.0,0.0
700.B.1-1,7.0,0.0
700.B.2-1,7.0,0.0
700.B.3-1,7.0,0.0
700.B.4-1,7.0,0.0
700.C-1,24.0,0.0
700.C.1-1,4.0,0.0
700.C.2-1,4.0,0.0
700.C.3-1,4.0,0.0
700.C.4-1,4.0,0.0
700.C.5-1,4.0,0.0
700.C.6-1,4.0,0.0
700.F-1,48.0,0.0
700GP0-1,233.0,11.0
700GP5-1,54.0,0.0
700GP6-1,44.0,2.0
700GP6-2,44.0,2.0
700.H-1,5.0,0.0
700K-1,450.0,26.0
700L-1,1.0,0.0
70100-1,44.0,43.0
70101-1,98.0,11.0
70102-1,98.0,16.0
70103-1,86.0,11.0
70104-1,70.0,15.0
70105-1,91.0,9.0
70106-1,82.0,22.0
70107-1,93.0,11.0
70108-1,97.0,14.0
70109-1,74.0,10.0
701-1,3.0,0.0
70110-1,76.0,12.0
70111-1,83.0,9.0
70112-1,93.0,12.0
70113-1,78.0,17.0
70114-1,100.0,23.0
70115-1,238.0,23.0
70123-1,118.0,4.0
70124-1,105.0,5.0
70125-1,105.0,5.0
70126-1,122.0,4.0
70127-1,110.0,4.0
70128-1,135.0,20.0
70129-1,175.0,16.0
701-3,6.0,0.0
70130-1,265.0,26.0
70131-1,235.0,21.0
70132-1,400.0,33.0
70133-1,401.0,31.0
70134-1,636.0,46.0
70135-1,350.0,29.0
70136-1,99.0,16.0
70137-1,73.0,18.0
70138-1,52.0,17.0
70139-1,88.0,18.0
70140-1,51.0,24.0
70141-1,183.0,33.0
70142-1,304.0,25.0
70143-1,373.0,65.0
70144-1,419.0,29.0
70145-1,495.0,104.0
70146-1,1158.0,142.0
70147-1,609.0,90.0
70149-1,51.0,21.0
70150-1,56.0,13.0
7015-1,80.0,2.0
70151-1,48.0,24.0
70155-1,47.0,22.0
70156-1,62.0,30.0
70160-1,64.0,29.0
7016-1,110.0,5.0
70161-1,218.0,23.0
70162-1,258.0,70.0
70163-1,397.0,52.0
70164-1,530.0,76.0
70165-1,931.0,168.0
70166-1,95.0,13.0
70167-1,184.0,52.0
70168-1,300.0,27.0
70169-1,419.0,55.0
70170-1,535.0,77.0
7017-1,222.0,6.0
70171-1,131.0,53.0
70172-1,413.0,60.0
70173-1,1056.0,146.0
7018-1,586.0,7.0
7019-1,1045.0,16.0
70200-1,52.0,5.0
7020-1,274.0,3.0
70201-1,64.0,6.0
70202-1,59.0,1.0
70203-1,68.0,0.0
70204-1,56.0,1.0
70205-1,69.0,0.0
70206-1,34.0,15.0
70207-1,50.0,8.0
70208-1,57.0,2.0
70209-1,56.0,8.0
702-1,26.0,0.0
70210-1,57.0,11.0
7021-1,491.0,8.0
70211-1,73.0,18.0
70212-1,84.0,13.0
70220-1,140.0,20.0
70221-1,146.0,26.0
70222-1,281.0,29.0
70223-1,548.0,80.0
70224-1,664.0,47.0
70225-1,389.0,25.0
70226-1,532.0,88.0
70227-1,836.0,26.0
70228-1,432.0,47.0
70229-1,73.0,5.0
702-3,2.0,0.0
70230-1,60.0,15.0
70231-1,64.0,8.0
70232-1,61.0,19.0
7029-1,631.0,7.0
7030-1,46.0,5.0
703-1,1.0,0.0
70310-1,68.0,14.0
7031-1,86.0,6.0
70311-1,92.0,8.0
70312-1,229.0,22.0
70313-1,170.0,28.0
70314-1,283.0,39.0
70315-1,328.0,54.0
70316-1,642.0,52.0
70317-1,1038.0,97.0
70318-1,95.0,10.0
70319-1,166.0,45.0
70320-1,287.0,29.0
7032-1,131.0,25.0
70321-1,504.0,33.0
70322-1,634.0,62.0
70323-1,1111.0,140.0
70324-1,240.0,17.0
70325-1,222.0,29.0
70326-1,475.0,77.0
70327-1,323.0,31.0
703-3,1.0,0.0
70330-1,58.0,20.0
7033-1,166.0,14.0
70331-1,66.0,43.0
70332-1,68.0,19.0
70333-1,61.0,15.0
70334-1,59.0,10.0
70335-1,63.0,11.0
70336-1,64.0,9.0
70337-1,59.0,22.0
70338-1,57.0,12.0
70339-1,55.0,19.0
7034-1,233.0,27.0
70347-1,76.0,22.0
70348-1,207.0,20.0
70349-1,172.0,28.0
70350-1,233.0,44.0
7035-1,392.0,38.0
70351-1,461.0,59.0
70352-1,718.0,98.0
70358-1,205.0,40.0
70359-1,227.0,25.0
7036-1,574.0,11.0
70362-1,76.0,11.0
70363-1,60.0,9.0
70364-1,68.0,17.0
70365-1,77.0,10.0
70366-1,81.0,12.0
7037-1,376.0,2.0
70372-1,4.0,1.0
7038-1,170.0,0.0
70400-1,93.0,3.0
7040-1,90.0,0.0
70401-1,205.0,6.0
70402-1,256.0,4.0
70403-1,393.0,13.0
70404-1,1010.0,16.0
70409-1,83.0,6.0
704-1,2.0,0.0
70410-1,165.0,9.0
7041-1,508.0,0.0
70411-1,188.0,8.0
70412-1,245.0,5.0
70413-1,764.0,11.0
7042-1,34.0,5.0
7043-1,65.0,6.0
704-4,1.0,0.0
7044-1,196.0,15.0
7045-1,262.0,16.0
7046-1,260.0,15.0
7047-1,340.0,37.0
7048-1,500.0,1.0
7049-1,39.0,7.0
70500-1,101.0,6.0
7050-1,99.0,14.0
70501-1,209.0,11.0
70502-1,176.0,3.0
70503-1,253.0,10.0
70504-1,325.0,15.0
70505-1,572.0,13.0
705-1,4.0,0.0
7051-1,164.0,8.0
7052-1,187.0,31.0
705-4,3.0,0.0
70588-1,313.0,23.0
70589-1,390.0,46.0
70590-1,640.0,13.0
70591-1,214.0,5.0
70592-1,444.0,6.0
70593-1,522.0,39.0
70594-1,789.0,22.0
70595-1,1035.0,42.0
70596-1,1160.0,74.0
70599-1,94.0,5.0
70600-1,228.0,23.0
70601-1,226.0,11.0
70602-1,316.0,54.0
70603-1,308.0,11.0
70604-1,396.0,14.0
70605-1,779.0,10.0
706-1,1.0,0.0
70621-1,75.0,4.0
70622-1,187.0,14.0
70623-1,336.0,8.0
70624-1,292.0,12.0
70625-1,373.0,41.0
70626-1,660.0,20.0
70627-1,1074.0,44.0
706-3,1.0,0.0
706-4,3.0,0.0
7065-1,363.0,62.0
7066-1,787.0,121.0
7067-1,354.0,35.0
70700-1,82.0,11.0
7070-1,22.0,1.0
70701-1,213.0,17.0
70702-1,296.0,25.0
70703-1,297.0,27.0
70704-1,492.0,37.0
70705-1,666.0,68.0
70706-1,152.0,21.0
70707-1,417.0,37.0
70708-1,537.0,42.0
70709-1,963.0,77.0
707-1,50.0,0.0
7071-1,25.0,5.0
70720-1,73.0,12.0
7072-1,40.0,1.0
70721-1,194.0,5.0
70722-1,192.0,17.0
70723-1,335.0,12.0
70724-1,489.0,27.0
70725-1,642.0,49.0
70726-1,228.0,24.0
70727-1,384.0,41.0
70728-1,1167.0,50.0
70730-1,252.0,46.0
7073-1,61.0,2.0
70731-1,365.0,20.0
70732-1,974.0,94.0
70733-1,199.0,12.0
70734-1,598.0,24.0
70735-1,524.0,22.0
70736-1,587.0,69.0
70737-1,689.0,89.0
70738-1,1249.0,66.0
70739-1,44.0,3.0
70740-1,42.0,4.0
7074-1,77.0,4.0
70741-1,43.0,3.0
70742-1,39.0,4.0
70743-1,49.0,4.0
70744-1,42.0,1.0
70745-1,222.0,8.0
70746-1,303.0,7.0
70747-1,232.0,13.0
70748-1,330.0,30.0
70749-1,518.0,10.0
70750-1,739.0,16.0
7075-1,135.0,4.0
70751-1,2057.0,45.0
7075-2,0.0,0.0
70752-1,62.0,2.0
70753-1,98.0,4.0
70754-1,138.0,14.0
70755-1,179.0,8.0
70756-1,204.0,10.0
70778-1,52.0,20.0
70779-1,58.0,20.0
70780-1,48.0,23.0
7078-1,100.0,4.0
70781-1,60.0,6.0
70782-1,49.0,22.0
70783-1,50.0,22.0
70784-1,87.0,1.0
70785-1,63.0,7.0
70786-1,77.0,10.0
70787-1,82.0,7.0
70788-1,92.0,7.0
70789-1,104.0,3.0
70790-1,140.0,11.0
7079-1,345.0,2.0
70791-1,87.0,12.0
70792-1,59.0,12.0
70793-1,64.0,8.0
70794-1,93.0,14.0
70795-1,129.0,36.0
70800-1,112.0,0.0
7080-1,6.0,1.0
70801-1,116.0,17.0
70802-1,297.0,33.0
70803-1,201.0,17.0
70804-1,311.0,35.0
70805-1,353.0,35.0
70806-1,422.0,15.0
70807-1,413.0,19.0
70808-1,473.0,40.0
70809-1,677.0,99.0
708-1,3.0,0.0
70810-1,2746.0,78.0
7081-1,9.0,2.0
70811-1,322.0,28.0
70812-1,477.0,18.0
70813-1,841.0,51.0
70814-1,714.0,17.0
70815-1,830.0,57.0
70816-1,892.0,88.0
70817-1,120.0,9.0
70818-1,198.0,9.0
70819-1,283.0,28.0
7082-1,6.0,2.0
708-3,8.0,0.0
70900-1,120.0,12.0
7090-1,58.0,0.0
70901-1,165.0,30.0
70902-1,144.0,11.0
70903-1,236.0,28.0
70904,0.0,0.0
70904-1,457.0,0.0
70905-1,557.0,23.0
70906,0.0,0.0
70906-1,443.0,11.0
70907-1,467.0,19.0
70908-1,730.0,63.0
70909-1,994.0,48.0
709-1,42.0,8.0
70910-1,206.0,15.0
7091-1,129.0,0.0
70911-1,306.0,16.0
70912-1,1563.0,58.0
70913-1,123.0,17.0
70914-1,336.0,29.0
70915-1,529.0,34.0
70916-1,994.0,58.0
709-2,36.0,0.0
7092-1,195.0,2.0
7093-1,393.0,16.0
7094-1,914.0,18.0
7097-1,846.0,11.0
7099-1,1.0,0.0
71000-0,0.0,0.0
71000-1,6.0,1.0
71000-10,7.0,0.0
71000-11,7.0,0.0
71000-12,6.0,0.0
71000-13,6.0,0.0
71000-14,5.0,1.0
71000-15,7.0,0.0
71000-16,6.0,0.0
71000-17,0.0,0.0
71000-18,0.0,0.0
71000-2,6.0,0.0
71000-3,6.0,0.0
71000-4,10.0,0.0
71000-5,6.0,0.0
71000-6,7.0,0.0
71000-7,5.0,0.0
71000-8,7.0,0.0
71000-9,7.0,0.0
7100-1,0.0,0.0
71001-0,0.0,0.0
71001-1,7.0,0.0
71001-10,7.0,0.0
71001-11,6.0,0.0
71001-12,6.0,0.0
71001-13,5.0,0.0
71001-14,7.0,0.0
71001-15,9.0,0.0
71001-16,6.0,0.0
71001-17,0.0,0.0
71001-18,0.0,0.0
71001-19,4.0,1.0
71001-2,5.0,0.0
71001-3,8.0,0.0
71001-4,7.0,0.0
71001-5,6.0,0.0
71001-6,6.0,0.0
71001-7,6.0,1.0
71001-8,7.0,0.0
71001-9,7.0,0.0
71002-0,0.0,0.0
71002-1,7.0,0.0
71002-10,7.0,0.0
71002-11,5.0,2.0
71002-12,6.0,0.0
71002-13,9.0,1.0
71002-14,7.0,0.0
71002-15,6.0,0.0
71002-16,6.0,0.0
71002-17,0.0,0.0
71002-18,0.0,0.0
71002-2,7.0,0.0
71002-3,7.0,0.0
71002-4,7.0,1.0
71002-5,8.0,0.0
71002-6,5.0,0.0
71002-7,8.0,0.0
71002-8,4.0,1.0
71002-9,7.0,0.0
71004-0,0.0,0.0
71004-1,7.0,0.0
71004-10,6.0,0.0
71004-11,6.0,0.0
71004-12,10.0,0.0
71004-13,6.0,0.0
71004-14,8.0,0.0
71004-15,6.0,0.0
71004-16,6.0,1.0
71004-17,0.0,0.0
71004-18,0.0,0.0
71004-2,6.0,0.0
71004-3,6.0,0.0
71004-4,6.0,0.0
71004-5,6.0,0.0
71004-6,6.0,0.0
71004-7,7.0,0.0
71004-8,7.0,0.0
71004-9,6.0,0.0
71005-0,0.0,0.0
71005-1,6.0,0.0
71005-10,5.0,0.0
71005-11,5.0,0.0
71005-12,5.0,0.0
71005-13,5.0,0.0
71005-14,6.0,0.0
71005-15,6.0,0.0
71005-16,4.0,2.0
71005-17,0.0,0.0
71005-18,0.0,0.0
71005-2,7.0,0.0
71005-3,7.0,0.0
71005-4,6.0,0.0
71005-5,4.0,0.0
71005-6,5.0,0.0
71005-7,6.0,0.0
71005-8,5.0,0.0
71005-9,5.0,0.0
71006-1,2535.0,79.0
71007-0,0.0,0.0
71007-1,10.0,1.0
71007-10,7.0,0.0
71007-11,7.0,0.0
71007-12,6.0,0.0
71007-13,7.0,0.0
71007-14,6.0,0.0
71007-15,6.0,0.0
71007-16,7.0,0.0
71007-17,0.0,0.0
71007-18,0.0,0.0
71007-2,10.0,0.0
71007-3,6.0,0.0
71007-4,6.0,0.0
71007-5,9.0,0.0
71007-6,8.0,1.0
71007-7,7.0,0.0
71007-8,7.0,0.0
71007-9,7.0,0.0
71008-0,0.0,0.0
71008-1,9.0,0.0
71008-10,9.0,1.0
71008-11,6.0,0.0
71008-12,8.0,0.0
71008-13,8.0,0.0
71008-14,5.0,0.0
71008-15,6.0,0.0
71008-16,8.0,0.0
71008-17,0.0,0.0
71008-18,0.0,0.0
71008-2,8.0,0.0
71008-3,7.0,0.0
71008-4,7.0,0.0
71008-5,7.0,0.0
71008-6,7.0,0.0
71008-7,5.0,1.0
71008-8,7.0,0.0
71008-9,7.0,0.0
71009-0,0.0,0.0
71009-1,5.0,0.0
71009-10,5.0,0.0
71009-11,6.0,0.0
71009-12,6.0,0.0
71009-13,5.0,0.0
71009-14,7.0,0.0
71009-15,6.0,0.0
71009-16,5.0,0.0
71009-17,0.0,0.0
71009-18,0.0,0.0
71009-2,11.0,0.0
71009-3,6.0,0.0
71009-4,4.0,0.0
71009-5,6.0,0.0
71009-6,6.0,0.0
71009-7,6.0,0.0
71009-8,5.0,0.0
71009-9,4.0,1.0
710-1,82.0,9.0
71010-0,0.0,0.0
71010-1,6.0,0.0
71010-10,6.0,0.0
71010-11,6.0,0.0
71010-12,6.0,0.0
71010-13,7.0,0.0
71010-14,3.0,2.0
71010-15,5.0,0.0
71010-16,6.0,1.0
71010-17,0.0,0.0
71010-18,0.0,0.0
71010-2,7.0,0.0
71010-3,5.0,1.0
71010-4,8.0,0.0
71010-5,7.0,0.0
71010-6,4.0,1.0
71010-7,6.0,1.0
71010-8,7.0,0.0
71010-9,7.0,0.0
7101-1,50.0,2.0
71011-0,0.0,0.0
71011-1,7.0,0.0
71011-10,6.0,0.0
71011-11,6.0,3.0
71011-12,7.0,0.0
71011-13,5.0,0.0
71011-14,6.0,0.0
71011-15,7.0,1.0
71011-16,8.0,0.0
71011-17,0.0,0.0
71011-18,0.0,0.0
71011-2,9.0,0.0
71011-3,10.0,0.0
71011-4,7.0,0.0
71011-5,8.0,0.0
71011-6,11.0,0.0
71011-7,6.0,0.0
71011-8,7.0,0.0
71011-9,7.0,0.0
71012-1,4.0,0.0
71012-10,6.0,0.0
71012-11,6.0,0.0
71012-12,4.0,0.0
71012-13,6.0,0.0
71012-14,6.0,0.0
71012-15,7.0,0.0
71012-16,6.0,0.0
71012-17,6.0,0.0
71012-18,6.0,1.0
71012-19,0.0,0.0
71012-2,4.0,0.0
71012-3,7.0,1.0
71012-4,6.0,0.0
71012-5,7.0,0.0
71012-6,9.0,1.0
71012-7,7.0,1.0
71012-8,5.0,0.0
71012-9,6.0,0.0
71013-1,7.0,5.0
71013-10,7.0,0.0
71013-11,7.0,0.0
71013-12,7.0,0.0
71013-13,7.0,0.0
71013-14,9.0,0.0
71013-15,5.0,0.0
71013-16,8.0,0.0
71013-17,0.0,0.0
71013-2,6.0,0.0
71013-3,7.0,1.0
71013-4,10.0,0.0
71013-5,7.0,0.0
71013-6,7.0,1.0
71013-7,8.0,0.0
71013-8,6.0,0.0
71013-9,7.0,0.0
71014-1,6.0,0.0
71014-10,6.0,0.0
71014-11,6.0,0.0
71014-12,6.0,0.0
71014-13,6.0,0.0
71014-14,6.0,0.0
71014-15,6.0,0.0
71014-16,6.0,0.0
71014-17,0.0,0.0
71014-2,6.0,0.0
71014-3,6.0,0.0
71014-4,6.0,0.0
71014-5,6.0,0.0
71014-6,6.0,0.0
71014-7,6.0,0.0
71014-8,6.0,0.0
71014-9,6.0,0.0
71016-1,2178.0,95.0
71017-1,7.0,0.0
71017-10,8.0,0.0
71017-11,8.0,0.0
71017-12,6.0,0.0
71017-13,7.0,0.0
71017-14,5.0,0.0
71017-15,6.0,0.0
71017-16,9.0,0.0
71017-17,6.0,0.0
71017-18,8.0,0.0
71017-19,7.0,0.0
71017-2,8.0,0.0
71017-20,5.0,2.0
71017-21,0.0,0.0
71017-3,6.0,2.0
71017-4,7.0,0.0
71017-5,8.0,0.0
71017-6,8.0,0.0
71017-7,7.0,0.0
71017-8,6.0,0.0
71017-9,7.0,0.0
71018-1,6.0,0.0
71018-10,9.0,0.0
71018-11,7.0,0.0
71018-12,8.0,0.0
71018-13,7.0,0.0
71018-14,6.0,1.0
71018-15,7.0,0.0
71018-16,9.0,0.0
71018-17,0.0,0.0
71018-18,114.0,2.0
71018-2,6.0,0.0
71018-3,7.0,0.0
71018-4,5.0,0.0
71018-5,6.0,0.0
71018-6,9.0,0.0
71018-7,10.0,1.0
71018-8,6.0,0.0
71018-9,7.0,0.0
710-2,1.0,0.0
710-3,353.0,11.0
7103-1,81.0,2.0
71040-1,4148.0,46.0
7104-1,54.0,1.0
71042-1,2271.0,15.0
710-6,10.0,0.0
7106-1,48.0,0.0
7110-1,47.0,2.0
711-1,56.0,2.0
7111-1,61.0,3.0
7113-1,92.0,5.0
7115-1,79.0,6.0
7116-1,18.0,1.0
71170-1,229.0,50.0
7117-1,18.0,1.0
71171-1,229.0,50.0
71172-1,229.0,50.0
71173-1,229.0,50.0
71174-1,229.0,50.0
7119-1,115.0,5.0
71200-1,229.0,50.0
71201-1,68.0,35.0
71202-1,91.0,15.0
71203-1,69.0,23.0
71204-1,66.0,28.0
71205-1,97.0,23.0
71206-1,79.0,11.0
71207-1,80.0,18.0
71209-1,12.0,32.0
712-1,110.0,5.0
71210-1,43.0,11.0
7121-1,78.0,5.0
71211-1,34.0,3.0
71212-1,48.0,10.0
71213-1,46.0,23.0
71214-1,33.0,17.0
71215-1,47.0,8.0
71216-1,55.0,8.0
71217-1,44.0,10.0
71218-1,36.0,8.0
71219-1,35.0,5.0
71220-1,55.0,6.0
71221-1,38.0,6.0
71222-1,41.0,21.0
71223-1,37.0,13.0
71227-1,37.0,3.0
71228-1,105.0,25.0
71229-1,86.0,16.0
71230-1,65.0,11.0
71231-1,66.0,11.0
71232-1,55.0,12.0
71233-1,66.0,6.0
71234-1,56.0,9.0
71235-1,88.0,17.0
71236-1,36.0,12.0
71237-1,33.0,11.0
71238-1,31.0,11.0
71239-1,49.0,7.0
71240-1,54.0,8.0
7124-1,106.0,4.0
71241-1,17.0,16.0
71242-1,253.0,28.0
71244-1,100.0,10.0
71245-1,86.0,24.0
71246-1,83.0,20.0
71247-1,102.0,28.0
71248-1,72.0,8.0
71251-1,65.0,12.0
71253-1,266.0,6.0
71256-1,86.0,18.0
71257-1,48.0,9.0
71258-1,48.0,3.0
7126-1,126.0,7.0
7127-1,107.0,0.0
7128-1,93.0,1.0
71285-1,55.0,5.0
71286-1,39.0,17.0
71300-1,83.0,8.0
7130-1,217.0,3.0
71301-1,76.0,6.0
71302-1,79.0,33.0
71303-1,57.0,15.0
71304-1,54.0,1.0
71305-1,64.0,1.0
71306-1,74.0,11.0
71307-1,66.0,6.0
71308-1,116.0,19.0
71309-1,117.0,27.0
71310-1,133.0,17.0
7131-1,134.0,6.0
71311-1,134.0,28.0
71312-1,73.0,21.0
71313-1,98.0,16.0
71314-1,96.0,13.0
71315-1,86.0,16.0
71316-1,167.0,23.0
7133-1,241.0,20.0
71340-1,5.0,1.0
7134-1,121.0,5.0
71342-1,6.0,1.0
7135-1,20.0,1.0
7136-1,20.0,1.0
7137-1,14.0,1.0
7138-1,17.0,1.0
7139-1,120.0,6.0
7140-1,264.0,8.0
7141-1,177.0,6.0
7142-1,266.0,8.0
7143-1,138.0,2.0
7144-1,157.0,9.0
7145-1,159.0,1.0
7146-1,165.0,9.0
7147-1,45.0,2.0
7148-1,45.0,6.0
7150-1,401.0,9.0
715-1,384.0,32.0
7151-1,243.0,2.0
7152-1,402.0,9.0
7153-1,352.0,14.0
7155-1,157.0,2.0
7156-1,38.0,2.0
7157-1,46.0,2.0
7158-1,164.0,4.0
7159-1,282.0,10.0
7160-1,385.0,12.0
7161-1,361.0,21.0
7162-1,146.0,2.0
7163-1,685.0,26.0
7164-1,15.0,2.0
7165-1,17.0,2.0
7166-1,227.0,13.0
7167-1,17.0,2.0
7168-1,15.0,2.0
7169-1,17.0,2.0
7170-2,15.0,2.0
7171-1,907.0,19.0
7172-1,10.0,0.0
7173-1,10.0,0.0
7174-1,8.0,0.0
7175-1,10.0,0.0
7176-1,21.0,0.0
7177-1,8.0,0.0
7178-1,4.0,1.0
7179-1,86.0,6.0
7180-1,323.0,26.0
7181-1,701.0,6.0
7184-1,451.0,18.0
7186-1,444.0,8.0
7187-1,189.0,1.0
7188-1,287.0,3.0
7189-1,678.0,0.0
7190-1,654.0,19.0
7191-1,1309.0,1.0
7194-1,1080.0,0.0
7195-1,81.0,0.0
7196-1,187.0,6.0
7197-1,424.0,6.0
7198-1,389.0,9.0
7199-1,641.0,28.0
7-2,64.0,0.0
7200-1,31.0,2.0
720-1,326.0,15.0
7201-1,25.0,3.0
720-2,352.0,5.0
7203-1,60.0,3.0
7204-1,53.0,4.0
7206-1,293.0,61.0
7207-1,279.0,39.0
7208-1,572.0,101.0
7209-1,30.0,0.0
7210-1,33.0,1.0
721-1,113.0,2.0
7212-1,119.0,13.0
7213-1,365.0,39.0
7214-1,119.0,10.0
7216-1,22.0,0.0
7216-2,22.0,0.0
7216-3,22.0,0.0
7217-1,15.0,1.0
7217-2,15.0,1.0
7218-1,23.0,5.0
7219-1,36.0,0.0
7220-1,20.0,0.0
722-1,290.0,20.0
7221-1,23.0,3.0
7221-2,23.0,3.0
722-2,151.0,0.0
7222-1,24.0,5.0
7223-1,31.0,7.0
7223-2,31.0,7.0
7224-1,33.0,3.0
723-1,84.0,12.0
723-2,82.0,12.0
7235-1,25.0,10.0
7235-2,25.0,7.0
7236-1,52.0,8.0
7236-2,52.0,8.0
7237-1,537.0,75.0
7237-2,553.0,72.0
7238-1,67.0,11.0
7239-1,201.0,19.0
7240-1,231.0,37.0
724-1,150.0,0.0
7241-1,44.0,10.0
7242-1,60.0,7.0
7243-1,279.0,27.0
7244-1,102.0,7.0
7245-1,86.0,16.0
7245-2,85.0,16.0
7246-1,34.0,3.0
7248-1,124.0,9.0
7249-1,505.0,28.0
7250-1,111.0,2.0
725-1,423.0,17.0
7251-1,62.0,2.0
725-2,307.0,3.0
7252-1,137.0,14.0
7255-1,111.0,7.0
7256-1,192.0,14.0
7257-1,223.0,60.0
7258-1,354.0,18.0
7259-1,389.0,18.0
7260-1,377.0,8.0
726-1,287.0,0.0
7261-1,767.0,44.0
7261-2,780.0,46.0
7262-1,407.0,10.0
7263-1,152.0,9.0
7264-1,357.0,30.0
7266-1,17.0,4.0
7267-1,13.0,0.0
7268-1,33.0,0.0
7269-1,35.0,2.0
7270-1,30.0,0.0
727-1,119.0,14.0
7271-1,8.0,0.0
7272-1,10.0,0.0
7274-1,7.0,0.0
7275-1,11.0,0.0
7276-1,6.0,0.0
7278-1,8.0,0.0
7279-1,54.0,7.0
7280-1,2.0,0.0
7281-1,2.0,0.0
7283-1,506.0,39.0
7285-1,85.0,15.0
7286-1,157.0,25.0
7287-1,163.0,20.0
7288-1,374.0,51.0
7290-1,5.0,0.0
7291-1,200.0,6.0
7292-1,241.0,12.0
7294-1,38.0,1.0
7295-1,79.0,0.0
7296-1,273.0,13.0
7297-1,353.0,4.0
7298-1,686.0,27.0
7-3,400.0,12.0
7300-1,22.0,0.0
730-1,97.0,5.0
7301-1,29.0,2.0
730-2,425.0,11.0
7302-1,31.0,0.0
7303-1,22.0,4.0
7305-1,45.0,2.0
7306-1,70.0,5.0
7307-1,126.0,2.0
7308-1,21.0,0.0
7309-1,28.0,1.0
7310-1,33.0,1.0
7311-1,67.0,8.0
7312-1,98.0,8.0
73129-1,4.0,0.0
7313-1,185.0,12.0
7314-1,187.0,10.0
7315-1,231.0,22.0
7316-1,446.0,28.0
7317-1,636.0,92.0
7320-1,5.0,0.0
7321-1,5.0,0.0
7322-1,5.0,0.0
7323-1,5.0,0.0
7324-1,0.0,0.0
7324-10,5.0,0.0
7324-11,12.0,0.0
7324-12,6.0,3.0
7324-13,6.0,3.0
7324-14,14.0,3.0
7324-15,12.0,6.0
7324-16,5.0,0.0
7324-17,15.0,0.0
7324-18,9.0,0.0
7324-19,5.0,0.0
7324-2,6.0,0.0
7324-20,9.0,0.0
7324-21,6.0,0.0
7324-22,5.0,0.0
7324-23,4.0,3.0
7324-24,11.0,0.0
7324-25,24.0,0.0
7324-3,10.0,1.0
7324-4,6.0,3.0
7324-5,5.0,0.0
7324-6,7.0,3.0
7324-7,5.0,0.0
7324-8,11.0,4.0
7324-9,13.0,1.0
7325-1,211.0,8.0
7326-1,518.0,16.0
7327-1,796.0,6.0
733-1,487.0,21.0
7335-1,461.0,1.0
7336-1,427.0,0.0
7344-1,181.0,9.0
7345-1,367.0,25.0
7346-1,410.0,23.0
7347-1,769.0,60.0
735-1,492.0,48.0
7383-1,0.0,0.0
740-1,510.0,20.0
740-2,1.0,0.0
7409-1,46.0,4.0
7410-1,68.0,4.0
741-1,1.0,0.0
7411-1,94.0,3.0
7412-1,110.0,11.0
7413-1,100.0,5.0
7414-1,108.0,8.0
7415-1,127.0,2.0
7416-1,178.0,6.0
7417-1,318.0,6.0
7418-1,377.0,13.0
7418-2,1.0,0.0
7419-1,770.0,21.0
7420-1,70.0,1.0
742-1,1.0,0.0
7422-1,32.0,1.0
7422-2,32.0,1.0
7423-1,32.0,1.0
