name,matte,transparent
Naboo Swamp,78.0,5.0
LEGO® DIMENSIONS™ Bart Fun Pack,34.0,3.0
LEGO® DIMENSIONS™ Fun Pack Emmet,48.0,10.0
LEGO® DIMENSIONS™ Bad Cop Fun Pack,46.0,23.0
LEGO® DIMENSIONS™ Benny Fun Pack ,33.0,17.0
LEGO® DIMENSIONS™ Jay Fun Pack,47.0,8.0
LEGO® DIMENSIONS™ Nya Fun Pack,55.0,8.0
LEGO® DIMENSIONS™ Zane Fun Pack,44.0,10.0
LEGO® DIMENSIONS™ Gollum Fun Pack,36.0,8.0
LEGO® DIMENSIONS™ Legolas Fun Pack,35.0,5.0
LEGO® DIMENSIONS™ Gimli Fun Pack,55.0,6.0
LEGO® DIMENSIONS™ Wicked Witch™ Fun Pack,38.0,6.0
LEGO® DIMENSIONS™ Laval Fun Pack,41.0,21.0
LEGO® DIMENSIONS™ Cragger Fun Pack,37.0,13.0
LEGO® DIMENSIONS® Krusty Fun Pack,37.0,3.0
The Ghostbusters Level Pack,105.0,25.0
DC Comics Team Pack,86.0,16.0
Doc Brown Fun Pack,65.0,11.0
LEGO® DIMENSIONS™ Unikitty Fun Pack,66.0,11.0
LEGO® DIMENSIONS™ Eris Fun Pack,55.0,12.0
Stay Puft Fun Pack,66.0,6.0
Sensei Wu Fun Pack,56.0,9.0
Midway Arcade™ Level Pack,88.0,17.0
Superman™ Fun Pack,36.0,12.0
Aquaman and Aqua Watercraft,33.0,11.0
Cyberman Fun Pack,31.0,11.0
Lloyd Fun Pack,49.0,7.0
Bane™ Fun Pack,54.0,8.0
Flash Speeder,106.0,4.0
Slimer Fun Pack,17.0,16.0
Ghostbusters Story Pack,253.0,28.0
Sonic the Hedgehog™ Level Pack,100.0,10.0
Adventure Time Level Pack,86.0,24.0
Adventure Time Team Pack,83.0,20.0
Harry Potter Team Pack,102.0,28.0
Mission: Impossible™ Level Pack,72.0,8.0
A-Team Fun Pack,65.0,12.0
Fantastic Beasts and Where to Find Them™ Story Pack,266.0,6.0
Gremlins™ Team Pack,86.0,18.0
Tina Goldstein Fun Pack,48.0,9.0
E.T. the Extra-Terrestrial™ Fun Pack,48.0,3.0
Battle Droid Carrier,126.0,7.0
Imperial AT-ST,107.0,0.0
Speeder Bikes,93.0,1.0
Marceline the Vampire Queen,55.0,5.0
Michael Knight and K.I.T.T. Knight Ryder Fun Pack,39.0,17.0
Uxar Creature of Jungle,83.0,8.0
Snowspeeder,217.0,3.0
Ketar Creature of Stone,76.0,6.0
Akida Creature of Water,79.0,33.0
Ikir Creature of Fire,57.0,15.0
Terak Creature of Earth,54.0,1.0
Lewa Uniter of Jungle,64.0,1.0
Pohatu Uniter of Stone,74.0,11.0
Gali Uniter of Water,66.0,6.0
Tahu Uniter of Fire,116.0,19.0
Onua Uniter of Earth,117.0,27.0
Umarak the Hunter,133.0,17.0
Anakin's Podracer,134.0,6.0
Kopaka and Melum - Unity set,134.0,28.0
Ekimu the Mask Maker,73.0,21.0
Lava Beast,98.0,16.0
Storm Beast,96.0,13.0
Quake Beast,86.0,16.0
Umarak the Destroyer,167.0,23.0
Bounty Hunter Pursuit,241.0,20.0
Supergirl (DC Comics Playstation 4),5.0,1.0
A-wing Fighter,121.0,5.0
Green Arrow,6.0,1.0
Takanuva,20.0,1.0
Skrall,20.0,1.0
Piraka,14.0,1.0
Rahkshi,17.0,1.0
Ewok Attack,120.0,6.0
X-wing Fighter,264.0,8.0
Naboo Fighter,177.0,6.0
X-wing Fighter (re-release of 7140),266.0,8.0
Jedi Starfighter,138.0,2.0
Slave I,157.0,9.0
Von Nebula,159.0,1.0
TIE Fighter,165.0,9.0
Xplode,45.0,2.0
Meltdown,45.0,6.0
TIE Fighter & Y-wing,401.0,9.0
Basic Building Set,384.0,32.0
Sith Infiltrator,243.0,2.0
TIE Fighter & Y-wing (re-release of 7150),402.0,9.0
Jango Fett's Slave I,352.0,14.0
Trade Federation AAT,157.0,2.0
Corroder,38.0,2.0
Thunder,46.0,2.0
Furno Bike,164.0,4.0
Star Wars Podracing Bucket,282.0,10.0
Drop Ship,385.0,12.0
Gungan Sub,361.0,21.0
Rotor,146.0,2.0
Republic Gunship,685.0,26.0
Preston Stormer,15.0,2.0
Natalie Breez,17.0,2.0
Imperial Shuttle,227.0,13.0
William Furno,17.0,2.0
Dunkan Bulk,15.0,2.0
Mark Surge,17.0,2.0
Jimi Stringer,15.0,2.0
Mos Espa Podrace,907.0,19.0
Apple,10.0,0.0
Pear,10.0,0.0
Banana,8.0,0.0
Grapes,10.0,0.0
Watermelon - Capespan Promotional,21.0,0.0
Orange,8.0,0.0
Chef,4.0,1.0
Dunkan Bulk and Vapor,86.0,6.0
B-wing at Rebel Control Center,323.0,26.0
TIE Interceptor - UCS,701.0,6.0
Trade Federation MTT,451.0,18.0
Watto's Junkyard,444.0,8.0
Escape from Dragon's Prison,189.0,1.0
King's Carriage Ambush,287.0,3.0
Mill Village Raid,678.0,0.0
Millennium Falcon,654.0,19.0
X-wing Fighter - UCS,1309.0,1.0
Yoda,1080.0,0.0
Ambush in Cairo,81.0,0.0
Chauchilla Cemetery Battle,187.0,6.0
Venice Canal Chase,424.0,6.0
Fighter Plane Attack,389.0,9.0
Temple of Doom,641.0,28.0
Universal Building Set,64.0,0.0
Final Duel I,31.0,2.0
Basic Building Set,326.0,15.0
Final Duel II,25.0,3.0
Train with 12V Electric Motor,352.0,5.0
Jedi Defense I,60.0,3.0
Jedi Defense II,53.0,4.0
Fire Helicopter,293.0,61.0
Fire Boat,279.0,39.0
Fire Station,572.0,101.0
Pteranodon,30.0,0.0
Apatosaurus,33.0,1.0
Steam Locomotive,113.0,2.0
Sky Squad,119.0,13.0
Off-Road Fire Truck & Fireboat,365.0,39.0
Sea Plane,119.0,10.0
Gold Good Guy - looking Right (Duracell 8 pack AA) {Turaga Lhikan},22.0,0.0
Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan},22.0,0.0
Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan},22.0,0.0
Braca (Duracell 12 pack AA battery promotion),15.0,1.0
Braca (Duracell 8 pack AA battery promotion),15.0,1.0
Orange Speedboat,23.0,5.0
Dinosaur,36.0,0.0
Snowman,20.0,0.0
Universal Building Set,290.0,20.0
Robots,23.0,3.0
Robots - ANA Promotion,23.0,3.0
12V Electric Train with 2 Wagons,151.0,0.0
Small Red Helicopter (Polybag),24.0,5.0
Yellow Truck (Polybag),31.0,7.0
Yellow Truck (Box version) - ANA Promotion,31.0,7.0
"Santa, Tree, and Present",33.0,3.0
Diesel Locomotive,84.0,12.0
Diesel Locomotive with DB Sticker,82.0,12.0
"Police Motorcycle, Black Logo",25.0,10.0
Police Motorcycle - Blue Sticker Version,25.0,7.0
"Police Car, Black Logo",52.0,8.0
Police Car - Blue Sticker Version,52.0,8.0
Police Station [Lighted Figure],537.0,75.0
Police Station [No Lighted Figure],553.0,72.0
Fire Helicopter,67.0,11.0
Fire Truck,201.0,19.0
Fire Station,231.0,37.0
12V Diesel Locomotive with Crane and Tipper Wagon,150.0,0.0
Fire Car,44.0,10.0
Street Sweeper,60.0,7.0
Construction Site,279.0,27.0
Speedboat,102.0,7.0
"Prisoner Transport, Black Logo",86.0,16.0
Prisoner Transport - Blue Sticker Version,85.0,16.0
Mini Digger,34.0,3.0
Digger,124.0,9.0
XXL Mobile Crane,505.0,28.0
Clone Scout Walker,111.0,2.0
Basic Building Set,423.0,17.0
Darth Vader Transformation,62.0,2.0
12V Freight Train and Track,307.0,3.0
Droid Tri-Fighter,137.0,14.0
General Grievous Chase,111.0,7.0
Jedi Starfighter & Vulture Droid,192.0,14.0
Ultimate Lightsaber Duel,223.0,60.0
Wookiee Attack,354.0,18.0
ARC-170 Starfighter,389.0,18.0
Wookiee Catamaran,377.0,8.0
12V Western Train with 2 Wagons and Cowboys,287.0,0.0
Clone Turbo Tank [Light-Up Mace Windu],767.0,44.0
Clone Turbo Tank (with Non-Light-Up Mace Windu),780.0,46.0
TIE Fighter and Y-wing (TRU exclusive re-release),407.0,10.0
TIE Fighter,152.0,9.0
Imperial Inspection,357.0,30.0
Fireman,17.0,4.0
Paramedic,13.0,0.0
Crab,33.0,0.0
Scorpion,35.0,2.0
Bird,30.0,0.0
12V Locomotive,119.0,14.0
Apple - Suntory Promotional,8.0,0.0
Pear - Suntory Promotional,10.0,0.0
Orange - Suntory Promotional,7.0,0.0
Cherry - Suntory Promotional,11.0,0.0
Mango - Suntory Promotional,6.0,0.0
Melon - Suntory Promotional,8.0,0.0
Police Minifigure Collection,54.0,7.0
Straight & Crossroad Plates,2.0,0.0
T-Junction & Curved Road Plates,2.0,0.0
Ultimate Space Battle,506.0,39.0
Police Dog Unit,85.0,15.0
Prisoner Transport,157.0,25.0
Police Boat,163.0,20.0
Mobile Police Unit,374.0,51.0
Pirates Polybag,5.0,0.0
Street Rebel,200.0,6.0
Propeller Adventures,241.0,12.0
Dino Quad,38.0,1.0
Dino Buggy Chaser,79.0,0.0
Dino 4WD Trapper,273.0,13.0
Dino Track Transport,353.0,4.0
Dino Air Tracker,686.0,27.0
Basic Set,400.0,12.0
Double Hover,22.0,0.0
Steam Shovel with Carrier,97.0,5.0
Rover,29.0,2.0
Basic Building Set,425.0,11.0
Worker Robot,31.0,0.0
Jet Scooter,22.0,4.0
Scarab Attack,45.0,2.0
Golden Staff Guardians,70.0,5.0
Flying Mummy Attack,126.0,2.0
Double Hover,21.0,0.0
Rover,28.0,1.0
Mono Jet,33.0,1.0
Red Planet Cruiser,67.0,8.0
T3-Trike,98.0,8.0
Four TECHNIC Shocks,4.0,0.0
Red Planet Protector,185.0,12.0
Recon-Mech RP,187.0,10.0
Solar Explorer,231.0,22.0
Excavation Searcher,446.0,28.0
Aero Tube Hanger,636.0,92.0
Vega,5.0,0.0
Mizar,5.0,0.0
Altair,5.0,0.0
Guard,5.0,0.0
Advent Calendar 2005 City,0.0,0.0
Advent Calendar 2005 City (Day  9) Construction Worker,5.0,0.0
Advent Calendar 2005 City (Day 10) Wheelbarrow,12.0,0.0
Advent Calendar 2005 City (Day 11) Barricade,6.0,3.0
Advent Calendar 2005 City (Day 12) Train Worker,6.0,3.0
Advent Calendar 2005 City (Day 13) Crossing Gate,14.0,3.0
Advent Calendar 2005 City (Day 14) Signal Post,12.0,6.0
Advent Calendar 2005 City (Day 15) Mechanic,5.0,0.0
Advent Calendar 2005 City (Day 16) Drill Press,15.0,0.0
Advent Calendar 2005 City (Day 17) Oil Barrel & Hand Truck,9.0,0.0
Advent Calendar 2005 City (Day 18) Man with Radio,5.0,0.0
Advent Calendar 2005 City (Day  1) Fireman,6.0,0.0
Advent Calendar 2005 City (Day 19) RC Car,9.0,0.0
Advent Calendar 2005 City (Day 20) Skateboard & Helmet,6.0,0.0
Advent Calendar 2005 City (Day 21) Pizza Chef,5.0,0.0
Advent Calendar 2005 City (Day 22) Food Counter,4.0,3.0
Advent Calendar 2005 City (Day 23) Pizza Oven,11.0,0.0
Advent Calendar 2005 City (Day 24) Santa & Sled,24.0,0.0
Advent Calendar 2005 City (Day  2) Fire Hydrant Hose Airtanks,10.0,1.0
Advent Calendar 2005 City (Day  3) Rescue Bucket,6.0,3.0
Advent Calendar 2005 City (Day  4) Policeman,5.0,0.0
Advent Calendar 2005 City (Day  5) Police Dog & Barricade,7.0,3.0
Advent Calendar 2005 City (Day  6) Criminal and Buzz Saw,5.0,0.0
Advent Calendar 2005 City (Day  7) Safe,11.0,4.0
Advent Calendar 2005 City (Day  8) Welding Tanks & Torch,13.0,1.0
Cursed Cobra Statue,211.0,8.0
Rise of the Sphinx,518.0,16.0
Scorpion Pyramid,796.0,6.0
Universal Building Set,487.0,21.0
Foundation Set - Blue Bucket,461.0,1.0
Foundation Set - Red Bucket,427.0,0.0
Dump Truck,181.0,9.0
Transport Chopper,367.0,25.0
Seaside House,410.0,23.0
Highway Pickup,769.0,60.0
Basic Building Set,492.0,48.0
Creator Watch,0.0,0.0
Basic Building Set,510.0,20.0
12V Transformer for 220V Pack,1.0,0.0
Secret of the Tomb,46.0,4.0
Jungle River,68.0,4.0
12V New Transformer for 220V Pack,1.0,0.0
Tygurah's Roar,94.0,3.0
Yeti's Hideout,110.0,11.0
Passage of Jun-Chi,100.0,5.0
Elephant Caravan,108.0,8.0
Aero Nomad,127.0,2.0
Emperor's Ship,178.0,6.0
Temple of Mount Everest,318.0,6.0
Scorpion Palace,377.0,13.0
Scorpion Palace and Foam Scimitar,1.0,0.0
Dragon Fortress,770.0,21.0
Thunder Blazer,70.0,1.0
12V New Transformer for 110V Pack,1.0,0.0
Airplane,32.0,1.0
Red Eagle,32.0,1.0
Mountain Sleigh,32.0,1.0
Mountain Sleigh (Kabaya Promotional),32.0,1.0
Black Cruiser,27.0,4.0
Small Car,26.0,4.0
Universal Building Set,518.0,22.0
"Baseplate, Green",1.0,0.0
Lime/Black Racer,30.0,6.0
Yellow/Black Racer,26.0,3.0
"Baseplates, Green and Yellow",2.0,0.0
International Space Station,150.0,18.0
Saturn V Moon Mission,165.0,18.0
Mission to Mars,415.0,12.0
Space Shuttle Discovery,814.0,24.0
"Baseplates, Red and Blue",2.0,0.0
Mars Exploration Rover,874.0,1.0
Street Sprinter vs. Mutant Lizard,41.0,3.0
Urban Avenger vs. Raptor,77.0,3.0
Fire Hammer vs. Mutant Lizards,258.0,9.0
Iron Predator vs. T-Rex,276.0,4.0
T-1 Typhoon vs. T-Rex,562.0,26.0
Police Station,720.0,99.0
Flexible Rails,28.0,0.0
Clone Troopers vs. Droidekas,128.0,4.0
Republic Troopers vs. Sith Troopers,60.0,7.0
AT-RT,233.0,2.0
A-wing Starfighter,175.0,7.0
Z-95 Headhunter,375.0,7.0
Rancor Pit,383.0,7.0
LEGO Star Wars Jedi Starfighter and Kamino,67.0,1.0
Republic Assault Ship & Coruscant,76.0,3.0
LEGO Star Wars TIE Bomber and Asteroid Field,59.0,4.0
Snowspeeder & Planet Hoth,71.0,3.0
8 Straight 12V Conducting Rails,8.0,0.0
B-wing Starfighter & Planet Endor,85.0,7.0
Bangle Minis,10.0,22.0
Tantive IV & Planet Alderaan,100.0,13.0
BARC Speeder with Sidecar,218.0,7.0
Umbaran MHC (Mobile Heavy Cannon),467.0,38.0
Battle Of Hoth,421.0,12.0
Corporate Alliance Tank Droid,279.0,11.0
Homing Spider Droid,303.0,9.0
Duel on Geonosis,395.0,12.0
JEK-14's Stealth Starfighter,530.0,18.0
AT-TE,796.0,24.0
Jabba’s Sail Barge,861.0,12.0
Photo Minis,11.0,19.0
Republic Gunship,1155.0,52.0
Mandalorian Speeder,194.0,23.0
"Advent Calendar 2013, Star Wars",0.0,0.0
"Advent Calendar 2013, Star Wars (Day  9) - Republic Assault Ship",12.0,0.0
"Advent Calendar 2013, Star Wars (Day 10) - Clone Trooper",4.0,0.0
"Advent Calendar 2013, Star Wars (Day 11) - AT-TE Walker",20.0,2.0
"Advent Calendar 2013, Star Wars (Day 12) - Republic Dropship",10.0,2.0
"Advent Calendar 2013, Star Wars (Day 13) - Battle Droid",7.0,0.0
"Advent Calendar 2013, Star Wars (Day 14) - Geonosian Starfighter",9.0,5.0
"Advent Calendar 2013, Star Wars (Day 15) - Geonosian Warrior",3.0,0.0
"Advent Calendar 2013, Star Wars (Day 16) - Geonosian Weapons Depot",10.0,2.0
"Advent Calendar 2013, Star Wars (Day 17) - Naboo Cruiser",17.0,2.0
"Advent Calendar 2013, Star Wars (Day 18) - Scout Trooper",4.0,0.0
"Advent Calendar 2013, Star Wars (Day  1) - R5-F7",4.0,0.0
"Advent Calendar 2013, Star Wars (Day 19) - Separatist Shuttle",20.0,2.0
"Advent Calendar 2013, Star Wars (Day 20) - Jedi Starfighter",15.0,2.0
"Advent Calendar 2013, Star Wars (Day 21) - Jango Fett's Slave I",20.0,3.0
"Advent Calendar 2013, Star Wars (Day 22) - Young Boba Fett",4.0,0.0
"Advent Calendar 2013, Star Wars (Day 23) - Jet Pack Sled",18.0,0.0
"Advent Calendar 2013, Star Wars (Day 24) - Holiday Jango Fett",9.0,0.0
"Advent Calendar 2013, Star Wars (Day  2) - Dooku's Solar Sailer",11.0,3.0
"Advent Calendar 2013, Star Wars (Day  3) - FA-4 Pilot Droid",11.0,0.0
"Advent Calendar 2013, Star Wars (Day  4) - Zam Wesell's Speeder",14.0,3.0
"Advent Calendar 2013, Star Wars (Day  5) - Twin-Pod Cloud Car",15.0,5.0
"Advent Calendar 2013, Star Wars (Day  6) - Endor Rebel Trooper",4.0,0.0
"Advent Calendar 2013, Star Wars (Day  7) - Weapons Depot",11.0,0.0
"Advent Calendar 2013, Star Wars (Day  8) - Republic Gunship",14.0,3.0
HH-87 Starhopper,360.0,9.0
Jedi Defender-class Cruiser,844.0,82.0
Clone Turbo Tank,92.0,8.0
AAT,92.0,9.0
Millennium Falcon,85.0,17.0
TIE Interceptor,91.0,5.0
X-Wing Fighter,94.0,7.0
Star Destroyer,91.0,10.0
Death Star Troopers,88.0,16.0
Kashyyyk Troopers,80.0,22.0
Utapau Troopers,72.0,14.0
Battle on Saleucami,183.0,7.0
Jedi Interceptor,225.0,8.0
V-Wing Starfighter,189.0,11.0
General Grievous' Wheel Bike,257.0,12.0
Friendship Frame / Mirror,11.0,4.0
Vulture Droid,201.0,11.0
Droid Gunship,426.0,23.0
AT-AP,736.0,5.0
Droid Tri-Fighter,243.0,18.0
Republic AV-7 Anti-Vehicle Cannon,429.0,5.0
Coruscant Police Gunship,450.0,30.0
The Phantom,220.0,13.0
Snowspeeder,276.0,12.0
B-Wing,444.0,16.0
Flowered Hair Bands,8.0,8.0
Jedi Scout Fighter,468.0,38.0
Mos Eisley Cantina,604.0,39.0
The Ghost,1818.0,112.0
AT-AT,1156.0,6.0
Imperial Star Destroyer,1293.0,82.0
Advent Calendar 2014 Star Wars,0.0,0.0
Advent Calendar 2014 Star Wars (Day 9) - Anakin's Jedi Starfighter,15.0,2.0
Advent Calendar 2014 Star Wars (Day 10) - TIE Fighter,11.0,2.0
Advent Calendar 2014 Star Wars (Day 11) - TIE Fighter Pilot,4.0,0.0
Advent Calendar 2014 Star Wars (Day 12) - Luke's Landspeeder,14.0,3.0
Advent Calendar 2014 Star Wars (Day 13) - Luke Skywalker,4.0,0.0
Advent Calendar 2014 Star Wars (Day 14) - Moisture Vaporator ,14.0,0.0
Advent Calendar 2014 Star Wars (Day 15) - Snowspeeder,18.0,3.0
Advent Calendar 2014 Star Wars (Day 16) - Snowspeeder Pilot,4.0,0.0
Advent Calendar 2014 Star Wars (Day 17) - Hoth Command Center,19.0,0.0
Advent Calendar 2014 Star Wars (Day 18) - General Rieekan,4.0,0.0
Advent Calendar 2014 Star Wars (Day 1) - Armored Assault Tank (AAT),16.0,0.0
Advent Calendar 2014 Star Wars (Day 19) - Holiday Speeder Bike,20.0,0.0
Advent Calendar 2014 Star Wars (Day 20) - Imperial Shuttle,9.0,3.0
Advent Calendar 2014 Star Wars (Day 21) - Anakin's Y-wing Starfighter,22.0,5.0
Advent Calendar 2014 Star Wars (Day 22) - Festive Astromech,4.0,5.0
Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,22.0,9.0
Advent Calendar 2014 Star Wars (Day 24) - Santa Darth Vader,6.0,0.0
Advent Calendar 2014 Star Wars (Day 2) - Super Battle Droid,4.0,0.0
Advent Calendar 2014 Star Wars (Day 3) - Republic Cannon,20.0,1.0
Advent Calendar 2014 Star Wars (Day 4) - Clone Trooper with Santa Hat,5.0,0.0
Advent Calendar 2014 Star Wars (Day 5) - Clone Trooper Weapon Station,10.0,1.0
Advent Calendar 2014 Star Wars (Day 6) - Vulture Droid,10.0,0.0
Advent Calendar 2014 Star Wars (Day 7) - Snowball Missle Launcher,17.0,3.0
Advent Calendar 2014 Star Wars (Day 8) - Snowtrooper ,4.0,0.0
MTT,966.0,16.0
Sandcrawler,3353.0,13.0
Slave I,2010.0,44.0
Starry Bangles and Rings,3.0,6.0
Jewels-n-Rings,7.0,73.0
ARC-170 Starfighter,89.0,12.0
Vulture Droid,74.0,7.0
Snowspeeder,95.0,7.0
AT-AT,90.0,3.0
Republic Gunship,106.0,9.0
Homing Spider Droid,106.0,2.0
Imperial Troop Transport,124.0,21.0
Shadow Troopers,77.0,22.0
AAT,252.0,10.0
Jewels-n-Bands,13.0,67.0
T-16 Skyhopper,244.0,12.0
TIE Advanced Prototype,338.0,25.0
AT-DP,501.0,12.0
Wookiee Gunship,532.0,37.0
Hailfire Droid,149.0,14.0
Battle Droid Troop Carrier,552.0,31.0
Anakin's Custom Jedi Starfighter,354.0,15.0
Senate Commando Troopers,87.0,23.0
Geonosis Troopers,90.0,21.0
Ezra's Speeder Bike,267.0,22.0
Ezra's Speeder Bike,234.0,19.0
Jewels-n-Clips,16.0,56.0
Flash Speeder,307.0,13.0
Naboo Starfighter,438.0,23.0
Death Star Final Duel,643.0,80.0
Imperial Shuttle Tydirium,939.0,27.0
UCS TIE Fighter,1670.0,43.0
Sith Infiltrator,629.0,31.0
LEGO® Star Wars™ Advent Calendar,289.0,50.0
Assault on Hoth,2077.0,63.0
Rey's Speeder™,186.0,20.0
First Order Snowspeeder™,426.0,41.0
Trendy Tote Hot Pink,39.0,50.0
First Order Special Forces TIE fighter™,515.0,5.0
Poe’s X-Wing Fighter™,685.0,31.0
First Order Transporter™,734.0,50.0
Kylo Ren’s Command Shuttle™,944.0,59.0
Millennium Falcon™,1309.0,20.0
Imperial Assault Carrier,1162.0,85.0
Jango Fett™,85.0,0.0
Clone Commander Cody™,82.0,0.0
Obi-Wan Kenobi™,82.0,1.0
8 Curved 12V Conducting Rails,8.0,0.0
Luke Skywalker™,82.0,1.0
Trendy Tote Tangerine,28.0,66.0
Darth Vader™,164.0,1.0
General Grievous™,182.0,4.0
Rey,86.0,0.0
First Order Stormtrooper,86.0,2.0
Poe Dameron,100.0,2.0
Finn,94.0,4.0
Kylo Ren,83.0,3.0
Captain Phasma,80.0,2.0
Sergeant Jyn Erso,102.0,2.0
K-2SO,174.0,0.0
Trendy Tote Sky Blue,34.0,60.0
Imperial Death Trooper,101.0,4.0
Resistance X-Wing Fighter,82.0,7.0
First Order Snowspeeder,89.0,10.0
The Ghost,94.0,15.0
TIE Advanced Prototype,92.0,3.0
Wookiee Gunship,84.0,3.0
AT-DP,76.0,5.0
Resistance Trooper Battle Pack,98.0,21.0
First Order Battle Pack,77.0,15.0
Rebel Alliance Battle Pack,83.0,17.0
Galactic Empire™ Battle Pack,85.0,31.0
Obi-Wan's Jedi Interceptor,213.0,8.0
Droid Escape Pod,181.0,21.0
Carbon-Freezing Chamber,198.0,47.0
Hoth Attack,228.0,17.0
Battle on Takodana,403.0,2.0
Resistance Troop Transporter,641.0,19.0
Sweet Dreamy Jewels,3.0,9.0
Kanan's Speeder Bike,200.0,26.0
Homing Spider Droid,288.0,21.0
Snowspeeder,1663.0,39.0
Eclipse Fighter,346.0,17.0
Advent Calendar 2016 Star Wars,319.0,11.0
StarScavenger,529.0,48.0
Encounter on Jakku,550.0,12.0
Resistance X-Wing Fighter,706.0,33.0
Vader’s TIE Advanced vs. A-Wing Starfighter,678.0,45.0
Clone Turbo Tank,882.0,46.0
Imperial Assault Hovertank,391.0,12.0
AT-ST Walker,452.0,14.0
TIE Striker,536.0,6.0
Rebel U-Wing Fighter,658.0,23.0
Krennic’s Imperial Shuttle,847.0,46.0
Captain Rex’s AT-TE,950.0,20.0
Rebel Combat Frigate,880.0,55.0
Death Star,3887.0,207.0
U-wing,0.0,0.0
U-wing,104.0,15.0
Cool Starry Jewels,12.0,40.0
Tie Striker Microfighter,82.0,11.0
Y-wing,87.0,8.0
Krennics Imperial Shuttle Microfighter,73.0,11.0
Rebel Trooper Battle Pack,112.0,16.0
Imperial Trooper Battle Pack,97.0,15.0
First Order Transport Speeder Battle Pack,93.0,22.0
"Bounty Hunter Speeder Bike"" Battle Pack",107.0,18.0
Yoda's Jedi Starfighter,254.0,15.0
Duel on Naboo,179.0,28.0
The Phantom,260.0,7.0
Battle on Scarif,410.0,9.0
Y-Wing Starfighter,659.0,29.0
Luke's Landspeeder,137.0,11.0
Desert Skiff Escape,268.0,16.0
A-Wing Starfighter,333.0,23.0
Jakku Quadjumper,439.0,16.0
"Rathtar"" Escape",799.0,37.0
Cool Room Catchers,10.0,103.0
Republic Fighter Tank,291.0,11.0
"Darth Vader"" Transformation",243.0,47.0
Tracker I,493.0,64.0
The Arrowhead,741.0,32.0
"Jedi Starfighter"" With Hyperdrive",807.0,24.0
Let's Party,0.0,0.0
Hip Hair Set,4.0,12.0
Glamour Girl Purse,9.0,9.0
Sunshine Picture Stand,4.0,20.0
My Starry Notes,5.0,22.0
Pretty in Pink Beauty Set,83.0,53.0
Designer Desk Set,27.0,44.0
Stylin' Stationery Set,14.0,61.0
Starry Decoration Set,24.0,47.0
Automatic Right Electric Switch,5.0,0.0
The Ultimate Jewelry Collection,32.0,120.0
Pretty in Pink Jewels-n-More,19.0,47.0
Stylin' Citrus Jewels-n-More,1.0,67.0
Groovy Grape Jewels-n-More,25.0,42.0
Cool Carry-All Set,18.0,54.0
Friends 4-Ever Jewels & More,10.0,56.0
Automatic Left Electric Switch,5.0,0.0
Pink & Pearls Jewels 'n' More,27.0,41.0
Tropical Breeze Jewels 'n' More,16.0,57.0
Fun Flamingo Frames 'n' More,37.0,42.0
Totally Tropical Decor Set,47.0,85.0
Left and Right Switches,12.0,0.0
Scarif Stormtrooper,84.0,5.0
Chirrut Îmwe,85.0,2.0
Baze Malbus,145.0,2.0
Advent Calendar 2011 City,0.0,0.0
Advent Calendar 2011 City (Day  9) Ice Fisherman,6.0,0.0
Advent Calendar 2011 City (Day 10) Camp Fire and Fishing Pole,5.0,2.0
"Stormtrooper"" Commander",97.0,2.0
Advent Calendar 2011 City (Day 11) Wall with Doorway,16.0,0.0
Advent Calendar 2011 City (Day 12) Wall with Small Window,15.0,0.0
Advent Calendar 2011 City (Day 13) Police Officer with Radio,7.0,0.0
Advent Calendar 2011 City (Day 14) Forensic Lab,9.0,1.0
Advent Calendar 2011 City (Day 15) Police Car Base,15.0,0.0
Advent Calendar 2011 City (Day 16) Police Car Middle Section,9.0,3.0
Advent Calendar 2011 City (Day 17) Police Car Top Section,3.0,4.0
Advent Calendar 2011 City (Day 18) Robber with Crowbar,7.0,0.0
Advent Calendar 2011 City (Day  1) Robber with Snowball,6.0,0.0
Advent Calendar 2011 City (Day 19) Safe with Gold Bars,11.0,0.0
Advent Calendar 2011 City (Day 20) Orange Snowmobile,9.0,0.0
"Scout Trooper"" & Speeder Bike",443.0,4.0
Advent Calendar 2011 City (Day 21) Sled with Crate,6.0,0.0
Advent Calendar 2011 City (Day 22) White Snowmobile,9.0,0.0
Advent Calendar 2011 City (Day 23) Dog with Bone,3.0,0.0
Advent Calendar 2011 City (Day 24) Santa and Fireplace,15.0,4.0
Advent Calendar 2011 City (Day  2) Catapult,10.0,0.0
Advent Calendar 2011 City (Day  3) Police Officer with Handcuffs,6.0,0.0
Advent Calendar 2011 City (Day  4) Wall with Barred Window,15.0,0.0
Advent Calendar 2011 City (Day  5) Wall with Large Window,20.0,0.0
Advent Calendar 2011 City (Day  6) Christmas Tree,13.0,7.0
Advent Calendar 2011 City (Day  7) Skateboard and Gifts,15.0,0.0
Advent Calendar 2011 City (Day 8) Bed,6.0,0.0
Pearly Pink Bracelet & Bands,10.0,53.0
Blooms & Butterflies,1.0,13.0
Shells & Starfish,2.0,12.0
Sports & Stars,6.0,8.0
Electric Crossing,5.0,0.0
Farmer,18.0,0.0
Traveler,20.0,2.0
Desert Attack,58.0,2.0
The Ostrich Race,172.0,0.0
Storage Tray,1.0,0.0
The Fight for the Dagger,260.0,6.0
